timestamp,worker_id,variant_id,variant_name,batch_size
1752927910,2722,6598,alexnet,128
1752927910,2722,4938,squeezenet1_1,128
1752927910,2722,8360,resnet18,128
1752927910,2722,4938,squeezenet1_1,128
1752927911,2722,6598,alexnet,128
1752927911,2722,8360,resnet18,128
1752927911,2722,4938,squeezenet1_1,128
1752927911,2722,4938,squeezenet1_1,128
1752927911,2722,6598,alexnet,128
1752927911,2722,8360,resnet18,128
1752927911,2722,4938,squeezenet1_1,128
1752927912,2722,8360,resnet18,128
1752927912,2722,4938,squeezenet1_1,128
1752927912,2722,6598,alexnet,128
1752927912,2722,4938,squeezenet1_1,128
1752927912,2722,8360,resnet18,128
1752927912,2722,4938,squeezenet1_1,128
1752927912,2722,6598,alexnet,128
1752927913,2722,4938,squeezenet1_1,128
1752927913,2722,8360,resnet18,128
1752927913,2722,4938,squeezenet1_1,128
1752927913,2722,6598,alexnet,128
1752927913,2722,8360,resnet18,128
1752927913,2722,4938,squeezenet1_1,128
1752927913,2722,4938,squeezenet1_1,128
1752927913,2722,8360,resnet18,128
1752927914,2722,6598,alexnet,128
1752927914,2722,4938,squeezenet1_1,128
1752927914,2722,4938,squeezenet1_1,128
1752927914,2722,8360,resnet18,128
1752927914,2722,6598,alexnet,128
1752927915,2722,4938,squeezenet1_1,128
1752927915,2722,8360,resnet18,128
1752927915,2722,4938,squeezenet1_1,128
1752927915,2722,4938,squeezenet1_1,128
1752927915,2722,6598,alexnet,128
1752927915,2722,8360,resnet18,128
1752927915,2722,4938,squeezenet1_1,128
1752927916,2722,8360,resnet18,128
1752927916,2722,4938,squeezenet1_1,128
1752927916,2722,6598,alexnet,128
1752927916,2722,4938,squeezenet1_1,128
1752927916,2722,8360,resnet18,128
1752927916,2722,4938,squeezenet1_1,128
1752927916,2722,6598,alexnet,128
1752927916,2722,4938,squeezenet1_1,128
1752927917,2722,8360,resnet18,128
1752927917,2722,4938,squeezenet1_1,128
1752927917,2722,6598,alexnet,128
1752927917,2722,8360,resnet18,128
1752927917,2722,4938,squeezenet1_1,128
1752927917,2722,4938,squeezenet1_1,128
1752927917,2722,6598,alexnet,128
1752927917,2722,8360,resnet18,128
1752927918,2722,4938,squeezenet1_1,128
1752927918,2722,4938,squeezenet1_1,128
1752927918,2722,8360,resnet18,128
1752927918,2722,6598,alexnet,128
1752927918,2722,4938,squeezenet1_1,128
1752927918,2722,8360,resnet18,128
1752927918,2722,4938,squeezenet1_1,128
1752927918,2722,6598,alexnet,128
1752927919,2722,4938,squeezenet1_1,128
1752927919,2722,8360,resnet18,128
1752927919,2722,4938,squeezenet1_1,128
1752927919,2722,6598,alexnet,128
1752927919,2722,8360,resnet18,128
1752927919,2722,4938,squeezenet1_1,128
1752927919,2722,4938,squeezenet1_1,128
1752927919,2722,8360,resnet18,128
1752927919,2722,6598,alexnet,128
1752927920,2722,4938,squeezenet1_1,128
1752927920,2722,8360,resnet18,128
1752927920,2722,6598,alexnet,128
1752927920,2722,4938,squeezenet1_1,128
1752927920,2722,8360,resnet18,128
1752927920,2722,4938,squeezenet1_1,128
1752927920,2722,6598,alexnet,128
1752927920,2722,4938,squeezenet1_1,128
1752927920,2722,8360,resnet18,128
1752927920,2722,4938,squeezenet1_1,128
1752927921,2722,4938,squeezenet1_1,128
1752927921,2722,6598,alexnet,128
1752927921,2722,8360,resnet18,128
1752927921,2722,4938,squeezenet1_1,128
1752927921,2722,8360,resnet18,128
1752927921,2722,4938,squeezenet1_1,128
1752927921,2722,6598,alexnet,128
1752927921,2722,4938,squeezenet1_1,128
1752927921,2722,8360,resnet18,128
1752927921,2722,4938,squeezenet1_1,128
1752927922,2722,4938,squeezenet1_1,128
1752927922,2722,6598,alexnet,128
1752927922,2722,8360,resnet18,128
1752927922,2722,4938,squeezenet1_1,128
1752927922,2722,4938,squeezenet1_1,128
1752927922,2722,6598,alexnet,128
1752927922,2722,8360,resnet18,128
1752927923,2722,4938,squeezenet1_1,128
1752927923,2722,4938,squeezenet1_1,128
1752927923,2722,8360,resnet18,128
1752927923,2722,6598,alexnet,128
1752927923,2722,4938,squeezenet1_1,128
1752927923,2722,4938,squeezenet1_1,128
1752927923,2722,8360,resnet18,128
1752927924,2722,6598,alexnet,128
1752927924,2722,4938,squeezenet1_1,128
1752927924,2722,8360,resnet18,128
1752927924,2722,4938,squeezenet1_1,128
1752927924,2722,6598,alexnet,128
1752927924,2722,4938,squeezenet1_1,128
1752927924,2722,8360,resnet18,128
1752927925,2722,4938,squeezenet1_1,128
1752927925,2722,8360,resnet18,128
1752927925,2722,6598,alexnet,128
1752927925,2722,4938,squeezenet1_1,128
1752927925,2722,8360,resnet18,128
1752927925,2722,4938,squeezenet1_1,128
1752927925,2722,6598,alexnet,128
1752927925,2722,4938,squeezenet1_1,128
1752927926,2722,8360,resnet18,128
1752927926,2722,4938,squeezenet1_1,128
1752927926,2722,6598,alexnet,128
1752927926,2722,4938,squeezenet1_1,128
1752927926,2722,4938,squeezenet1_1,128
1752927926,2722,8360,resnet18,128
1752927926,2722,4938,squeezenet1_1,128
1752927927,2722,6598,alexnet,128
1752927927,2722,8360,resnet18,128
1752927927,2722,4938,squeezenet1_1,128
1752927927,2722,4938,squeezenet1_1,128
1752927927,2722,8360,resnet18,128
1752927927,2722,6598,alexnet,128
1752927927,2722,4938,squeezenet1_1,128
1752927928,2722,4938,squeezenet1_1,128
1752927928,2722,8360,resnet18,128
1752927928,2722,4938,squeezenet1_1,128
1752927928,2722,6598,alexnet,128
1752927929,2722,4938,squeezenet1_1,128
1752927929,2722,8360,resnet18,128
1752927929,2722,4938,squeezenet1_1,128
1752927929,2722,6598,alexnet,128
1752927929,2722,8360,resnet18,128
1752927929,2722,4938,squeezenet1_1,128
1752927930,2722,6598,alexnet,128
1752927930,2722,8360,resnet18,128
1752927930,2722,4938,squeezenet1_1,128
1752927930,2722,8360,resnet18,128
1752927930,2722,4938,squeezenet1_1,128
1752927930,2722,6598,alexnet,128
1752927930,2722,4938,squeezenet1_1,128
1752927931,2722,8360,resnet18,128
1752927931,2722,4938,squeezenet1_1,128
1752927931,2722,6598,alexnet,128
1752927931,2722,4938,squeezenet1_1,128
1752927931,2722,8360,resnet18,128
1752927931,2722,4938,squeezenet1_1,128
1752927931,2722,6598,alexnet,128
1752927931,2722,8360,resnet18,128
1752927931,2722,4938,squeezenet1_1,128
1752927932,2722,4938,squeezenet1_1,128
1752927932,2722,8360,resnet18,128
1752927932,2722,4938,squeezenet1_1,128
1752927932,2722,6598,alexnet,128
1752927932,2722,4938,squeezenet1_1,128
1752927932,2722,8360,resnet18,128
1752927933,2722,4938,squeezenet1_1,128
1752927933,2722,4938,squeezenet1_1,128
1752927933,2722,6598,alexnet,128
1752927933,2722,8360,resnet18,128
1752927934,2722,4938,squeezenet1_1,128
1752927934,2722,6598,alexnet,128
1752927934,2722,8360,resnet18,128
1752927934,2722,4938,squeezenet1_1,128
1752927934,2722,8360,resnet18,128
1752927934,2722,6598,alexnet,128
1752927934,2722,4938,squeezenet1_1,128
1752927934,2722,8360,resnet18,128
1752927935,2722,4938,squeezenet1_1,128
1752927935,2722,6598,alexnet,128
1752927935,2722,4938,squeezenet1_1,128
1752927935,2722,8360,resnet18,128
1752927935,2722,4938,squeezenet1_1,128
1752927935,2722,6598,alexnet,128
1752927935,2722,4938,squeezenet1_1,128
1752927935,2722,8360,resnet18,128
1752927935,2722,4938,squeezenet1_1,128
1752927935,2722,6598,alexnet,128
1752927935,2722,4938,squeezenet1_1,128
1752927936,2722,8360,resnet18,128
1752927936,2722,4938,squeezenet1_1,128
1752927936,2722,4938,squeezenet1_1,128
1752927936,2722,8360,resnet18,128
1752927936,2722,6598,alexnet,128
1752927936,2722,4938,squeezenet1_1,128
1752927936,2722,4938,squeezenet1_1,128
1752927937,2722,8360,resnet18,128
1752927937,2722,6598,alexnet,128
1752927937,2722,4938,squeezenet1_1,128
1752927937,2722,4938,squeezenet1_1,128
1752927937,2722,8360,resnet18,128
1752927937,2722,4938,squeezenet1_1,128
1752927937,2722,6598,alexnet,128
1752927937,2722,4938,squeezenet1_1,128
1752927937,2722,8360,resnet18,128
1752927938,2722,6598,alexnet,128
1752927938,2722,4938,squeezenet1_1,128
1752927938,2722,8360,resnet18,128
1752927938,2722,4938,squeezenet1_1,128
1752927938,2722,6598,alexnet,128
1752927938,2722,8360,resnet18,128
1752927938,2722,4938,squeezenet1_1,128
1752927938,2722,8360,resnet18,128
1752927938,2722,6598,alexnet,128
1752927939,2722,4938,squeezenet1_1,128
1752927939,2722,4938,squeezenet1_1,128
1752927939,2722,8360,resnet18,128
1752927939,2722,4938,squeezenet1_1,128
1752927939,2722,6598,alexnet,128
1752927939,2722,8360,resnet18,128
1752927939,2722,4938,squeezenet1_1,128
1752927939,2722,4938,squeezenet1_1,128
1752927939,2722,6598,alexnet,128
1752927939,2722,8360,resnet18,128
1752927940,2722,4938,squeezenet1_1,128
1752927940,2722,4938,squeezenet1_1,128
1752927940,2722,8360,resnet18,128
1752927940,2722,6598,alexnet,128
1752927940,2722,4938,squeezenet1_1,128
1752927940,2722,8360,resnet18,128
1752927940,2722,4938,squeezenet1_1,128
1752927940,2722,6598,alexnet,128
1752927941,2722,4938,squeezenet1_1,128
1752927941,2722,8360,resnet18,128
1752927941,2722,4938,squeezenet1_1,128
1752927941,2722,6598,alexnet,128
1752927941,2722,8360,resnet18,128
1752927941,2722,4938,squeezenet1_1,128
1752927941,2722,6598,alexnet,128
1752927941,2722,8360,resnet18,128
1752927941,2722,4938,squeezenet1_1,128
1752927942,2722,8360,resnet18,128
1752927942,2722,4938,squeezenet1_1,128
1752927942,2722,6598,alexnet,128
1752927942,2722,4938,squeezenet1_1,128
1752927942,2722,8360,resnet18,128
1752927942,2722,4938,squeezenet1_1,128
1752927942,2722,4938,squeezenet1_1,128
1752927942,2722,4938,squeezenet1_1,128
1752927942,2722,6598,alexnet,128
1752927942,2722,8360,resnet18,128
1752927942,2722,4938,squeezenet1_1,128
1752927943,2722,4938,squeezenet1_1,128
1752927943,2722,8360,resnet18,128
1752927943,2722,6598,alexnet,128
1752927943,2722,4938,squeezenet1_1,128
1752927943,2722,8360,resnet18,128
1752927943,2722,4938,squeezenet1_1,128
1752927944,2722,6598,alexnet,128
1752927944,2722,4938,squeezenet1_1,128
1752927944,2722,8360,resnet18,128
1752927944,2722,4938,squeezenet1_1,128
1752927944,2722,6598,alexnet,128
1752927944,2722,8360,resnet18,128
1752927944,2722,4938,squeezenet1_1,128
1752927944,2722,4938,squeezenet1_1,128
1752927945,2722,8360,resnet18,128
1752927945,2722,6598,alexnet,128
1752927945,2722,4938,squeezenet1_1,128
1752927945,2722,4938,squeezenet1_1,128
1752927945,2722,8360,resnet18,128
1752927945,2722,4938,squeezenet1_1,128
1752927945,2722,6598,alexnet,128
1752927945,2722,8360,resnet18,128
1752927945,2722,4938,squeezenet1_1,128
1752927946,2722,4938,squeezenet1_1,128
1752927946,2722,8360,resnet18,128
1752927946,2722,6598,alexnet,128
1752927946,2722,4938,squeezenet1_1,128
1752927946,2722,8360,resnet18,128
1752927946,2722,4938,squeezenet1_1,128
1752927947,2722,4938,squeezenet1_1,128
1752927947,2722,6598,alexnet,128
1752927947,2722,8360,resnet18,128
1752927947,2722,4938,squeezenet1_1,128
1752927948,2722,4938,squeezenet1_1,128
1752927948,2722,6598,alexnet,128
1752927948,2722,8360,resnet18,128
1752927948,2722,4938,squeezenet1_1,128
1752927948,2722,6598,alexnet,128
1752927948,2722,8360,resnet18,128
1752927948,2722,4938,squeezenet1_1,128
1752927948,2722,8360,resnet18,128
1752927948,2722,6598,alexnet,128
1752927948,2722,4938,squeezenet1_1,128
1752927949,2722,8360,resnet18,128
1752927949,2722,4938,squeezenet1_1,128
1752927949,2722,6598,alexnet,128
1752927949,2722,4938,squeezenet1_1,128
1752927949,2722,8360,resnet18,128
1752927949,2722,4938,squeezenet1_1,128
1752927949,2722,6598,alexnet,128
1752927949,2722,8360,resnet18,128
1752927949,2722,4938,squeezenet1_1,128
1752927950,2722,4938,squeezenet1_1,128
1752927950,2722,6598,alexnet,128
1752927950,2722,8360,resnet18,128
1752927950,2722,4938,squeezenet1_1,128
1752927950,2722,4938,squeezenet1_1,128
1752927950,2722,8360,resnet18,128
1752927950,2722,4938,squeezenet1_1,128
1752927951,2722,6598,alexnet,128
1752927951,2722,4938,squeezenet1_1,128
1752927951,2722,8360,resnet18,128
1752927951,2722,4938,squeezenet1_1,128
1752927951,2722,6598,alexnet,128
1752927951,2722,4938,squeezenet1_1,128
1752927951,2722,8360,resnet18,128
1752927952,2722,8360,resnet18,128
1752927952,2722,6598,alexnet,128
1752927952,2722,4938,squeezenet1_1,128
1752927952,2722,8360,resnet18,128
1752927952,2722,4938,squeezenet1_1,128
1752927952,2722,6598,alexnet,128
1752927952,2722,4938,squeezenet1_1,128
1752927952,2722,8360,resnet18,128
1752927952,2722,6598,alexnet,128
1752927952,2722,4938,squeezenet1_1,128
1752927953,2722,8360,resnet18,128
1752927953,2722,4938,squeezenet1_1,128
1752927953,2722,4938,squeezenet1_1,128
1752927953,2722,6598,alexnet,128
1752927953,2722,8360,resnet18,128
1752927953,2722,4938,squeezenet1_1,128
1752927953,2722,4938,squeezenet1_1,128
1752927953,2722,4938,squeezenet1_1,128
1752927953,2722,8360,resnet18,128
1752927954,2722,4938,squeezenet1_1,128
1752927954,2722,6598,a
